Date,Position,Company,Type,Qualifications,Role
2/10/2026,Full Stack Engineer,ChampSoft,Onsite,"4+ years of professional experience as a Senior Software Engineer
Strong expertise in Python, Django, and Django ORM
Hands-on experience with GraphQL and REST API
Solid experience with Docker and containerized application deployment
Proficiency with AWS services: Lambda, ECS, EC2, SQS, CloudWatch
Experience with Infrastructure as Code (IaC) (e.g., Terraform, CloudFormation)
Proven experience in streaming APIs, webhooks, and event-driven architectures
Strong knowledge of React and React Server-Side Rendering (SSR)
Deep understanding of system design, scalability, and cloud-native architecture
Experience with microservices architecture
Familiarity with CI/CD pipelines, monitoring, and observability tools","Design, develop, and maintain cloud-native Django applications using best practices
Build and optimize APIs using GraphQL, including complex data modeling with Django ORM
Develop scalable microservices-based architectures
Implement and manage containerized applications using Docker
Build, deploy, and maintain services on AWS (Lambda, ECS, EC2, SQS, CloudWatch)
Define and manage infrastructure using Infrastructure as Code (IaC) tools
Develop and integrate streaming APIs, webhooks, and asynchronous event-driven systems
Build responsive user interfaces using React, including server-side rendering (SSR)
Ensure system scalability, reliability, and performance through sound system design and cloud architecture principles
Implement CI/CD pipelines for automated testing and deployment"
2/6/2026,Senior Software Engineer,Firstsource,Remote,"Proven experience with LLMs and prompt engineering, including hands?on work with jailbreaks, prompt injection, and other adversarial prompting techniques.
Strong understanding of LLM application architectures (system prompts, tools/agents, retrieval, guardrails, logging, and evaluation loops). 
Ability to think like an attacker: creative, systematic, and persistent in finding edge cases and unintended behaviors.
Experience designing experiments, running structured tests, and analyzing large sets of model outputs using scripting languages (e.g., Python) and basic data analysis tools.
Excellent written communication skills for documenting attacks, failure modes, and mitigation recommendations for technical and non-technical audiences.","Design and execute adversarial prompt campaigns (jailbreaks, prompt injection, data exfiltration, model misalignment, policy evasion) to deliberately cause LLM failures in realistic scenarios.
Systematically “fail the model” by discovering new failure modes, reproducing them reliably, and documenting minimal prompts or chains of prompts that trigger them.
Build and maintain structured test suites of adversarial prompts that can be run in CI/CD pipelines to prevent regressions and track model robustness over time. 
Collaborate with safety, security, and product teams to prioritize risks, define expected behaviors, and translate findings into concrete mitigations (guardrails, filters, policy changes, data or fine?tuning needs).
Perform red?team style exercises that emulate real attackers or misuse scenarios, including indirect prompt injection via tools, documents, and web content."
2/6/2026,Database Engineer,Cambio Software,Hybrid,"3+ years of working with SQL and SQL Server or database management systems.
Strong understanding of database design principles, including normalization and indexing.
Knowledge of database best practices.
Can communicate fluently in English",
2/8/2026,Software Engineer,Crossing Hurdles,Remote,"Strong experience in machine learning engineering or applied ML research.
Hands on experience with model development, experimentation, and evaluation.
Background in ML research in industry or academic settings preferred.
Strong written communication skills and high attention to technical detail.
Ability to work independently and deliver high quality outputs on short timelines.","Design and write detailed evaluation suites for machine learning engineering tasks.
Assess AI generated solutions across model training, debugging, optimization, and experimentation.
Translate real world ML workflows into structured benchmarks for frontier models.
Apply strong technical judgment to evaluate ML system design choices and tradeoffs.
Work independently within a research driven, asynchronous project environment."
2/11/2026, Cloud Engineer,IGT1,Hybrid,"3-5 years in Cloud Engineering, SRE, DevOps, or Cloud Operations roles. 
Strong hands-on AWS experience: EC2, VPC, IAM, Route53, S3, Lambda, CloudWatch, networking, VPN, and security configurations. 
Solid understanding of networking concepts: DNS, routing, IPsec tunnels, firewalls, packet tracing, NAT, load balancers. 
Proficiency with Terraform, AWS CLI, scripting (Python, Bash, PowerShell), and automation workflows. ","Deploy, operate, and maintain AWS-based infrastructure supporting Rhapsody’s SaaS products (RaaS, CaaS, Envoy, Identity, etc.). 
Implement infrastructure-as-code solutions using Terraform, AWS CLI, and automation frameworks. 
Build and optimize VPCs, networking configurations, routing, security groups, and VPN tunnels (including 3rd?party appliances like Sophos). 
Design and contribute to scalable, resilient architectures for cloud environments. 
Lead deep-dive troubleshooting for cloud infrastructure, application connectivity, VPN issues, identity services, and AWS resource failures. "
2/10/2026,Cloud Engineer,ArkTalents,Onsite,"Minimum 3 years experience in cloud technologies (including internships or academic projects).
Familiarity with AWS or GCP services (EC2, S3, GCP VM, Cloud Storage).
Basic understanding of CDN solutions (AWS CloudFront, GCP Cloud CDN).
Knowledge of Nginx, DNS configurations, SSL certificate management.
Version control experience with Git or similar tools.","Assist in designing, deploying, and managing cloud infrastructure on AWS or GCP.
Monitor cloud service performance for stability and basic security compliance.
Configure and manage DNS records; resolve basic domain resolution issues.
Troubleshoot web application issues related to access, redirects, firewall, WAF, load balancing, and connectivity.
Assist in configuring and maintaining Content Delivery Network (CDN) solutions.
Deploy, install, and renew HTTPS/TLS certificates.
Configure Nginx server proxy and HTTP services for stability and reliability."
2/10/2026,Senior Software Engineer,Thomson Reuters,Hybrid,"A degree in Computer Science/Engineering or equivalent technical/professional qualification
Minimum of 2 years of experience in designing and developing enterprise-level business applications using Java-related technologies
Proficiency in JVM-based languages, including Java, scala
Willingness to work with the functional programming language Scala
Possess extensive knowledge of back-end systems and services development
Good understanding of microservices and Docker
Knowledge of relational databases and SQL
Strong analytical and problem-solving skills
Very good knowledge of OOP concepts and design patterns
Knowledge of relational databases and SQL
Very good understanding of software engineering best practices
Proficient experience in CICD, code reviews, design reviews, code coverage, unit testing, and test automation",
2/11/2026,Machine Learning Engineer ,H2O.ai,Remote,"Proven experience in data science, machine learning, and AI with a minimum of 4+ years of hands-on experience.
Experience with Generative AI applications, including working with LLMs, prompt engineering, and fine-tuning including deployment of end to end ML pipelines
Practical knowledge of Retrieval Augmented Generation (RAG) and vector databases
Experience developing agentic AI systems for workflow automation","Experience with H2O.ai products (H2O MLOps, Driverless AI, h2oGPT)
Experience with cloud platforms (AWS, GCP, Azure) and their ML services
Contributions to open-source ML/AI projects
Experience with model governance, responsible AI, and implementing guardrails for LLMs."
2/11/2026,Software Architect,Sysco LABS,Hybrid,"A Bachelor’s or Master’s Degree in Computer Science, Data Engineering, or a related field
8+ years of experience in Data Science, Machine Learning Engineering, or DevOps, including 5+ years in a leadership capacity
Proven experience implementing enterprise-grade MLOps platforms on cloud environments (GCP, AWS, or Azure)
A deep understanding of machine learning lifecycle management, CI/CD automation, and AI governance
Must possess a strong background in cloud-native technologies (Docker, Kubernetes, Terraform, Airflow)
Familiarity with data governance, security, and compliance frameworks (e.g., GDPR, HIPAA, Responsible AI)","Leading the strategy, design, and operation of the enterprise MLOps platform to support scalable ML/AI model development and deployment
Owning the evaluation, integration, and administration of MLOps tools (e.g., Vertex AI, MLflow, Kubeflow, DataRobot, custom frameworks)
Partnering with the Data Platform Engineering team to align platform integrations with enterprise CI/CD pipelines and lifecycle governance frameworks"
2/11/2026,Senior Software Engineer,Crossover,Remote,"At least 1 year of full-stack development experience, working on front and backend features.
At least 2 years as the primary technical contributor for a SaaS product, driving strategic technical decisions.
At least 4 years of experience working on actual SaaS products, not outsourcing or internal IT projects.
Experience in using generative AI in your day-to-day development work.","Feature Development: Architecting and building new capabilities with emphasis on scalability, maintainability, and sustained product value.
Requirement Engineering: Partnering with the product team to clarify requirements and guiding technical conversations to ensure features support product objectives.
Operations and Maintenance: Overseeing product stability through monitoring, performance optimization, and proactive issue detection and resolution.
Technical Design: Executing high-stakes technical decisions that directly influence user experience and product scalability."
2/12/2026,Senior Software Engineer,Mitra AI,Hybrid,"Bachelor’s degree in computer science/engineering or equivalent technical field.
Have at least 3+ year of experience in developing enterprise grade applications.
Strong programming skills in at least 1 programming language i.e.: Python, PHP or JavaScript.
Experience with multiple languages will be an added advantage.
Experience with relational and NoSQL databases and be able to identify use- cases of each.
Experience with continuous integration and continuous delivery (CI/CD) tools and practices.
Possess excellent verbal and written communication skills.","Design and develop software components adhering to both functional and non-functional requirements.
Work with a team of A-players while coaching, mentoring and shaping junior engineers and our development efforts.
Assure excellent quality of software development with a high level of unit, component and end-to-end testing."
2/11/2026,Senior Devops Engineer,Talent Studio,Onsite,"Bachelor’s degree in Engineering, Computer Science, or a related discipline.
Cloud certifications (preferably AWS) and Kubernetes certification are highly preferred.
5+ years of experience in a DevOps role, including 2+ years in a leadership capacity.
Strong analytical, problem-solving, and communication skills.
Advanced expertise in Unix/Linux, shell scripting, and monitoring tools.
Proficiency in Terraform, Node.js, Go, and Python.
Hands-on experience with Docker, Kubernetes, CI/CD pipelines, and system administration.
Experience managing cloud platforms including AWS, Azure, and GCP.","Develop AWS serverless solutions using Lambda.
Implement IAC templates using tools like CloudFormation or Terraform, ensuring infrastructure changes are version-controlled, tested, and deployed in a controlled manner.
Work with development teams to optimize application architectures for cloud environments while ensuring security, scalability, availability, and cost-efficiency.
Build and manage scalable, secure cloud applications for production environments.
Set up and configure CI/CD pipeline, multi-cloud resource provisioning, design, governing cloud architecture, communicating & guiding cloud best practices, testing, debugging cloud applications.
setting up continuous integration and delivery pipelines, including Jenkins, GitOps, Argo CD.
Work with high-transaction cloud environments, primarily AWS."
2/11/2026,System Engineer,IFS,Onsite,"Bachelor’s degree in Computer Science, Information Technology or related field.
3–6 years of experience in cloud infrastructure, system administration or DevOps roles.
Proven hands-on experience with:
Azure Virtual Machines (VMs) – provisioning, scaling, and managing workloads.
Azure Virtual Networks (VNets) – configuration, security, and connectivity.
Azure Networking Components – Load Balancers, VPN Gateway, ExpressRoute, Application Gateway, DNS, and Firewall.
Microsoft Azure services – Storage, App Services, AKS, Monitoring, and Security.
Azure DevOps – Repos, Pipelines, Artifacts, and Boards.
Proficiency in scripting languages (PowerShell, Python).
Experience with Infrastructure as Code (ARM, Bicep, Terraform).
Strong knowledge of Azure networking, hybrid connectivity and security best practices.
Strong understanding of networking concepts and Azure networking services.","Design, deploy and manage scalable, secure and high-performing Azure infrastructure.
Implement best practices for Azure networking, storage, security and resource optimization.
Manage on premise IT infrastructure, 3rd party software like CDATA
Design, deploy, and manage Azure Virtual Machines (VMs), ensuring optimal performance, security and cost efficiency.
Configure and manage Azure Virtual Networks (VNets), including subnets, peering, routing and network security groups (NSGs).
Implement Azure networking solutions, such as VPN Gateways, Application Gateways, Load Balancers, ExpressRoute and Private Endpoints.Build, maintain and optimize CI/CD pipelines using Azure DevOps.
Automate deployment processes for infrastructure and application code.
Integrate version control (Git), testing and release management in DevOps workflows.Develop scripts using PowerShell, Python, or ARM/Bicep templates for provisioning and automation.
Implement Infrastructure as Code (IaC) practices across environments.Develop scripts using PowerShell, Python, or ARM/Bicep templates for provisioning and automation.
Implement Infrastructure as Code (IaC) practices across environments."
2/11/2026,Software Engineer ,Keystone Recruitment,Remote,"2+ years of experience in software engineering, technical research, or educational content development
Degree in Software Engineering, Computer Science, or a related field (Bachelor’s minimum; advanced degree preferred)
Strong proficiency in languages like Python, JavaScript, Java, or C++, among other popular languages
Experience with debugging, testing, and validating code","Review and refine AI-generated prompts, responses, and code
Validate algorithms and software concepts for technical accuracy
Provide structured feedback on solution quality and clarity
Tag and organize content by topic, difficulty, or language
Support benchmarking efforts to assess model capabilities"
2/12/2026,Software Engineer backend,"NeuroDrive, Inc.",Remote,"2–5 years of backend development experience
Strong Python skills and understanding of best practices
Experience with FastAPI, PostgreSQL, SQLAlchemy ORM (or similar)
Knowledge of LLMs / AI integrations (practical experience is a plus)
Comfortable with Git workflows (GitHub/Bitbucket)
Bachelor’s degree in CS, IT, Software Engineering, or equivalent
","Develop backend systems using Python & PostgreSQL
Build APIs with FastAPI
Integrate AI/ML solutions, including LLMs
Ensure apps are fast, reliable, and scalable
Collaborate with frontend and product teams
Use Git workflows for version control"
2/14/2026,Senior Systems Engineer,Emapta Global,hybrid,"Bachelor's degree in IT, Computer Science, or a related field
Minimum 5+ years of hands-on experience in L3 systems engineering or senior infrastructure support roles
Proven experience supporting and maintaining hybrid environments (on-premises and Azure/AWS cloud integrations)
Demonstrated experience managing hybrid cloud infrastructures (Azure and/or AWS)
Advanced automation and scripting skills using PowerShell (required), with experience developing reusable automation frameworks (Python or Bash a plus)
Solid Linux administration fundamentals
Deep knowledge of Windows Server, Active Directory, and Linux fundamentals
Experience with virtualization (VMware, Hyper-V, Proxmox)
Networking knowledge (DNS, DHCP, TCP/IP, VPN, firewalls)
Experience with RMM tools like ConnectWise
Ability to resolve high-severity incidents and lead technical troubleshooting
Strong documentation and cross-team collaboration skills
","Administer and support Windows Server, Active Directory, Group Policy, DNS, DHCP, and core infrastructure services
Manage Linux systems, perform routine maintenance, enforce security hardening, and troubleshoot issues
Design, implement, and maintain hybrid cloud environments across Azure and/or AWS
Maintain and optimize identity and access management, conditional access, MFA, and security best practices
Manage endpoint environments, including deployment, monitoring, patching, and compliance using ConnectWise Automate or other RMM tools
Administer and optimize virtualization platforms including VMware, Hyper-V, and Proxmox
Collaborate with the Network team on connectivity, firewall rules, VPN access, and network troubleshooting while maintaining knowledge of TCP/IP, DNS, and core networking concepts
Monitor infrastructure performance and system health; prevent outages and service degradation"
2/15/2026,Full Stack Developer,Crossing Hurdles,Remote,"Proficiency with Airtable, Amazon EC2, Blackboard software, and strong Transact-SQL skills.
Experience using Apache Kafka, Maven, Spark, and UNIX Shell scripting.
Advanced programming knowledge including Oracle Java J2EE, Scala, Swift, and jQuery.
Experience developing applications for Apple iOS, Google Android, and Microsoft Windows Server environments.
Strong knowledge of Bootstrap, React, Spring Framework, and Vue.js for modern web development.
Ability to develop and optimize algorithms for scalable digital solutions.
Excellent written and verbal communication skills with strong attention to detail.","collaborate with management, users, and developers to design and integrate e-commerce solutions into web platforms.
Work closely with front-end and back-end developers to deliver complete web development projects.
Conduct user research and apply feedback to refine and improve digital interface experiences.
Coordinate with network personnel and hosting providers to resolve technical issues affecting website performance.
Work with management and development teams to prioritize project needs and resolve design or content conflicts.
Utilize modern frameworks and technologies to build responsive, high-performance interfaces.
Contribute expertise to AI system training by providing insights and feedback related to interface design and user experience.
"
2/15/2026,Software Engineer,IGT1,Remote,"2+ years of professional software engineering experience. 
Strong experience developing backend systems using Python. 
Hands-on experience building generative AI applications using LLMs. 
Experience with RAG, embeddings, vector stores, and semantic retrieval. 
Familiarity with evaluation techniques for LLM outputs. 
Experience with FastAPI, Flask, Pydantic, or related frameworks. 
Experience with Azure, Docker, Kubernetes, and CI/CD pipelines. 
Familiarity with relational and non-relational databases. 
Understanding of agentic systems and orchestration patterns. 
Awareness of working with multitenant AI platforms and isolated tenant workloads. ","Develop and productionize LLM pipelines, including retrieval, orchestration, prompt strategies, and semantic processing. 
Implement and maintain RAG pipelines, embeddings generation, and vector search capabilities. 
Build resilient backend services and APIs supporting AI-driven platform features in a multitenant environment. 
Contribute to evaluation frameworks measuring accuracy, relevance, and trustworthiness of AI outputs. 
Leverage copilots and intelligent agents to automate workflows, code tasks, and operational processes. 
Work with agentic frameworks (e.g., LangChain, LangGraph, AI Foundry, or similar) to design and execute multi-step AI workflows. 
Contribute to backend capabilities that integrate with MCP-based tooling and structured AI action frameworks. 
Ensure system scalability, cloud-native robustness, and adherence to engineering best practices. "
2/15/2026,Senior Software Engineer,Crossover,Remote,"At least 1 year of full-stack development experience, working on front and backend features.
At least 2 years as the primary technical contributor for a SaaS product, driving strategic technical decisions.
At least 4 years of experience working on actual SaaS products, not outsourcing or internal IT projects.
Experience in using generative AI in your day-to-day development work.","Feature Development: Architecting and building new capabilities with an emphasis on scalability, maintainability, and sustained product value.
Requirement Engineering: Working alongside the product team to clarify requirements and guiding technical conversations to ensure features support overarching product objectives.
Operations and Maintenance: Overseeing product health, optimizing performance, and anticipating and addressing potential issues before they escalate.
Technical Design: Making high-stakes technical choices that directly influence user experience and the product's ability to scale."
2/16/2026,Senior Software Engineer,HCLTech Sri Lanka,hybrid,"3+ years of professional Java development experience.
Strong hands-on experience with microservices & Spring Boot.
Deep understanding of microservices architecture.
Professional experience with MySQL and MongoDB.
Hands-on experience working with AWS cloud services.
Experience in CI/CD pipelines and deployment automation.
Experience with testing frameworks like JUnit, Mockito, etc.
Prior experience working in agile/scrum environments.
Experience in the EdTech sector.
Understanding of Learning Tools Interoperability (LTI) standards.
Knowledge of Docker, Kubernetes, and containerization.
Familiarity with API gateway patterns and service mesh architectures.","Design, develop, test, and maintain scalable software applications.
Enhance Java?based educational software features.
Optimize application performance, reliability, and security.
Write high?quality unit tests ensuring code stability.
Contribute across the full SDLC—from requirement analysis to deployment.
Work closely with engineering and product teams to enhance learner experience.
Collaborate with UX designers and QA engineers during the development lifecycle.
Participate in peer code reviews and Git pull request workflows.
Mentor junior developers and promote engineering best practices.
Actively participate in daily scrum ceremonies.
Contribute to sprint planning, estimations, and retrospectives.
Deploy code to production at least once every two-week sprint."
2/23/2026,Machine Learning Engineer,Nexus Consulting,Remote,"3+ years of experience in machine learning engineering or applied ML research
Hands-on experience with model development, experimentation, and evaluation
Background in ML research within an industry lab or academic setting (strongly preferred)
Strong understanding of ML system design and optimization tradeoffs
Excellent written communication skills and high attention to technical detail
","Design and write detailed evaluation suites for real-world machine learning engineering tasks
Translate applied ML research and engineering workflows into structured benchmarks
Evaluate AI-generated solutions related to model training, debugging, optimization, and experimentation
Reason about ML system design choices, tradeoffs, and performance implications
Produce clear, technically precise written assessments
"
2/23/2026,Frontend Software Engineer,Keystone Recruitment,Remote,"2+ years of experience in front-end or full-stack development (or technical content creation in web development)
Bachelor’s degree in Computer Science, Software Engineering, or related field (advanced degree preferred)
Strong proficiency in JavaScript, TypeScript, React, or vanilla JavaScript
Ability to write clear technical specifications and structured evaluation criteria
Detail-oriented mindset with a focus on verifiability and precision","Write realistic, self-contained prompts for client-side web apps, games, and simulations
Develop precise, binary rubrics tagged by verification type
Ensure rubric criteria are strictly pass/fail and verifiable via screenshot and code inspection
Design tasks that test UI behavior, logic correctness, and edge-case handling"
2/16/2026,DevOps Engineer,Nations Trust Bank PLC,onsite,"Minimum 3+ years of experience in DevOps, Cloud Engineering, or System Engineering roles.
Bachelor’s degree in Computer Science, IT, Information Security, or related discipline.
Hands-on experience with CI/CD tools (e.g., GitLab CI, GitHub Actions, Jenkins, Azure DevOps).
Experience with cloud platforms such as AWS, Azure, or GCP.
Working knowledge of Docker, Kubernetes, and container orchestration concepts.
Experience using IaC tools such as Terraform or Ansible.
Understanding of DevOps principles, SDLC, monitoring, and automation practices.
Familiarity with common security standards (e.g., OWASP Top 10, CIS benchmarks) is an advantage.
Strong analytical, troubleshooting, communication, and teamwork skills.
Exposure to medium or large-scale enterprise environments—preferably in financial services—is a plus.
Professional certifications (AWS, Azure, Terraform, CKA, etc.) are an added advantage.","Support smooth functioning of enterprise systems, servers, and operating environments for critical business applications.
Work closely with software development teams to improve build, release, and deployment processes.
Implement, maintain, and enhance CI/CD pipelines to ensure fast, reliable code integration and delivery.
Automate environment setup, configuration management, and infrastructure provisioning using Infrastructure as Code (IaC).
Contribute to designing secure, scalable cloud architectures.
Monitor system performance, troubleshoot issues, analyze logs, and ensure platform reliability.
Assist in optimizing cloud performance and cost utilization.
Follow and enforce security best practices including IAM, network security, and encryption standards.
Participate in cloud migration and modernization initiatives.
Prepare documentation, contribute to knowledge sharing, and collaborate effectively with cross?functional teams."
2/19/2026,Senior Software Engineer,Pearson,Remote,"Individual should possess a Bachelor's degree in Computing or Information Technology. Individuals who have a Bachelor's degree in Mathematics, Physical Sciences, or a specialization in the Engineering field will also be considered.

Minimum five (5) years of experience in software engineering and design and three (3) year of additional experience as a Technical Lead.Possess advanced knowledge of Object Oriented Programming and Design
Very good leadership skills with the ability to lead multiple development teams
Strong technical knowledge and hands-on experience in one or more technology stack (Java/.Net/Mobile etc.) and good working knowledge of open source tools and technologies.
A good understanding of Software Engineering Best Practices and ability to define and drive this within the teams
Very good understanding and experience in design and implementation of enterprise applications
Strong and effective interpersonal and communication skills (including English language skills) and the ability to interact promptly and professionally with teams across different time zones.
Ability to work in a team environment collaboratively with positive attitude
Ability to learn new technologies rapidly and share knowledge with other team members
The desire to learn and continuously improve on the product quality, performance and other non-functional requirements.
Provision of in-depth technical skills to fix ad hoc incidents/problems, mentoring and support DevOps teams to ensure best practice.
A good understanding of Architectural and Design patterns
Desirable Experience or Knowledge in the following areas:
Web Application Development
UI/UX Technologies
Source control systems
Unit testing and test automation frameworks
Continuous integration and continuous deployment tools and technologies
Agile practices
Web and Application Servers ( Weblogic , Tomcat , IIS )
Web Services - RESTful Web Services , SOAP Services
Database design and programming
Responsive Web Design","Responsible for design details under direction from Architect and clearly understand and defend trade-offs made.
Provides leadership to technical resources to meet project deadlines and ensure project objectives are met in an efficient way
Facilitates communication between team members and collaborates with the management to drive new initiatives.
Ensures that code artifacts produced are of the highest quality, conforming to set or agreed upon standard. Should advocate such consistency to all members of the team.
Makes optimum utilization of engineering tools and technologies to maintain a high productivity level in the team
Provides realistic and accurate estimates and continuously improve on team productivity to achieve on-time Delivery.
Follows the Pearson processes, agile practices and motivates his/her team members to do so.
Escalates and communicates issues, risks and concerns to the management on time.
Accepts project delivery responsibilities and demonstrate accountability to leadership.
Builds competencies in product and technology domain to set expectations.
Adhere to Pearson values and ethical practices.
Maintains a sense of individuality in thinking and decision making.
Is a professional in work aspects as well as conduct with other individuals.
Provides feedback regarding product quality, performance, other non functional requirements and lead corrective measures
Supports the engineering management in the recruitment process.
Directly engage with the product management for requirement analysis and clarifications and play a key role in assisting engineering/product management to define product and engineering roadmap items
Provides feedback to Software Engineering Manager to conduct performance appraisals/confirmations/promotions on team members
Coaching and Mentoring of team members"
2/20/2026,Software Engineer,Zebra Technologies,onsite,"Preferred Education: Bachelor's or Master’s degree in an appropriate engineering discipline required.
Preferred Work Experience (years): Minimum of 5+ years of experience or an advanced degree and equivalent experience
All other Regions:
Bachelor's degree
5+ years work experience","Develop and execute test plans, test cases, and test suites for SDKs and Tools, incorporating both manual and automated testing.
Collaborate with cross-functional teams to grasp product requirements and acceptance criteria.
Conduct manual and automated testing on all platforms to uncover defects and usability issues.
Engage in agile development processes, including sprint planning and daily stand-ups.
Stay updated on industry best practices and emerging technologies to enhance testing methodologies and automation techniques.
Demonstrate a robust understanding of QA and automation methodologies, tools, and processes.
Utilize agile development methodologies and tools such as Jira and Confluence.
Showcase strong analytical and problem-solving skills, coupled with meticulous attention to detail.
 4+ years experience encompassing quality assurance, software testing, and automation-related roles "
2/21/2026,Lead Backend Engineer,Discovered MENA,Remote,"Minimum of 5+ years in Python web frameworks (FastAPI, Django or Flask)
Experience in SQL Database Design (PostgreSQL)
Experience with containerisation and cloud native workflows, specifically deploying applications into Kubernetes environments
Prior experience coaching/mentoring Software Engineers",
2/20/2026,Senior Developer,Comun Labs,Remote,"5+ years of software development experience
Strong experience in .NET (latest versions preferred)
Solid experience with React (v15+)
Hands-on Azure cloud experience
Experience building REST APIs
Understanding of authentication and authorisation patterns","Develop and maintain applications using .NET 10 and React 15
Architect and deploy solutions on Microsoft Azure
Design secure and scalable APIs and backend services
Integrate Azure services (Azure AD / Entra ID, App Services, SQL, etc.)
Ensure performance optimisation and application security
Contribute to architectural decisions and technical strategy"
2/22/2026,Senior Software Engineer,Levein Group,Remote,"Strong experience writing IaC using Terraform.
Proven experience with AWS (in particular Lambda, ECS, SNS, SQS, Kinesis).
High proficiency in a modern, statically-typed programming language.
Familiarity with CI/CD pipelines and deployment automation.
Strong problem-solving skills and ability to work independently in a cloud-native environment.
Willingness to learn new languages and tools.","Manage and optimize infrastructure for scalability, security, and reliability using Terraform.
Contribute to backend services (mainly Go and Clojure, with occasional work in TypeScript and Python).
Participate in code reviews, architecture discussions, and operational best practices.
Troubleshoot, monitor, and improve systems for performance and resilience."
2/22/2026,DevOps Engineer,Next,hybrid,"Good understanding of DevOps best practices and Agile methodologies.
Strong hands-on experience with Azure Cloud Infrastructure.
Proven experience managing Azure Kubernetes Service (AKS) in production,
Deep understanding of Kubernetes architecture, networking, scaling, and troubleshooting.
Experience managing deployments using Helm.
Experience implementing and maintaining GitOps workflows Infrastructure as Code using Terraform (Azure-focused).
Strong experience with Azure DevOps (Repos, Boards, Artifacts, YAML-based CI/CD pipelines).
Experience designing and maintaining CI/CD pipelines for containerized workloads.
Strong understanding of Docker and container lifecycle management.
Solid understanding of CDN concepts (caching, edge routing, SSL/TLS, WAF, performance optimization).
Experience with observability and monitoring platforms (Dynatrace or similar).
Experience integrating security and DevSecOps practices into CI/CD pipelines.
Experience working in Linux and Windows Server environments.
Strong scripting skills using Bash and/or PowerShell.","Implement and maintain production-grade AKS clusters, applying strong Kubernetes architecture knowledge, scaling, troubleshooting, and ensuring high availability across multiple regions.
Implement and maintain GitOps workflows, standardizing deployments using Helm Charts for microservices and dependencies.
Configure and optimize ingress and networking, including NGINX Ingress Controllers and Azure CNI for high-volume Tier-1 traffic.
Manage the full Docker container lifecycle, ensuring container images are hardened, scanned, and secure before production.
Provision and manage multi-environment infrastructure using Terraform, covering Dev, Test, and Prod using Azure-native resources.
Develop reusable Terraform modules to drive consistent and scalable deployments aligned to DevOps best practices.
Manage Terraform state and CI/CD integration, enabling automated “Plan and Apply” workflows and maintaining environment parity through Azure DevOps pipelines.
Build Azure DevOps YAML pipelines with automated testing and multi-stage deployments for containerized workloads.
Manage edge performance concepts (caching, edge routing, SSL/TLS) to support low-latency global customer access.
Automate DNS configuration within CI/CD to optimize performance at the edge.
Collaborate on DevSecOps controls, including WAF rules and vulnerability scanning, integrating security gates to safeguard sensitive data.
Enable observability and monitoring using Dynatrace (or similar) across applications and cloud-native services, focusing on reliability and performance tuning.
Use Bash and PowerShell scripting to bridge"
2/23/2026,Full Stack Engineer,ArchipelagoHR,onsite,"5+ years of experience building full stack applications in a commercial setting
Proficiency in JavaScript/TypeScript, with deep knowledge of NestJS and NextJS
Solid experience in relational databases and management (we use Azure SQL)
Strong understanding of RESTful API design, scalability, and maintainability
Experience working in cloud environments (preferably Azure, with exposure to Kubernetes, Docker etc.)
Comfortable with version control and collaboration tools like GitHub
A self-starter with an entrepreneurial mindset who can work independently and mentor others
Excellent communication skills and fluency in English","Build and deploy high-quality features using NestJS & TypeScript (our primary backend framework), with some contributions in Python for data processing
Design and maintain relational databases (Postgres and Azure SQL), ensuring optimal performance and data integrity
Develop and integrate clean, scalable APIs to support dynamic product features and 3rd-party services Create responsive and performant UIs using React/NextJS 15 deployed on Vercel that enhance user experience
Work closely with design and product teams to turn ideas into functional, elegant features
"
2/24/2026,Senior Software Engineer,Eyepax,hybrid,"5+ years of hands-on experience in full-stack software development.
Strong proficiency in Angular (v19+ preferred), TypeScript, JavaScript (ES6+), HTML5, CSS3, and responsive design frameworks.
Solid understanding of frontend design principles, reusable/shared component patterns, and state management.
Strong experience with Java, Spring Boot, and MySQL.
Experience consuming and designing RESTful APIs and working with JSON.
Familiarity with Git and modern CI/CD practices.
Basic understanding of cloud platforms (AWS, Azure, or GCP).
Experience working in Agile/Scrum development environments.
Ability to work independently in a client-driven environment.
Conceptual understanding of modern software architectures, including microservices, along with common design patterns and engineering best practices.
Strong communication, analytical, and problem-solving skills.
Bachelor's degree in computer science, IT, Engineering, or related field.
","Design, develop, test, and maintain full-stack applications using Angular and Spring Boot.
Build responsive, modular, and reusable UI components following modern Angular best practices.
Develop and maintain backend services and RESTful APIs using Java and Spring Boot.
Ensure seamless integration between frontend components and backend services.
Apply clean architecture principles, component-based design, and modular patterns.
Optimize application performance, security, and scalability.
Collaborate with cross-functional teams to gather requirements and deliver aligned solutions.
Participate in code reviews, technical discussions, and knowledge-sharing sessions.
Troubleshoot, debug, and enhance existing applications.
Document technical designs, integrations, and development best practices.
"
